site,date,timeEST,pH,DIC,spCond,temp,ANC960,ANCMet,precipCatch,fieldCode,notes,uniqueID,waterYr,Ca,Mg,K,Na,TMAl,OMAl,Al_ICP,NH4,SO4,NO3,Cl,PO4,DOC,TDN,DON,SiO2,Mn,Fe,F,cationCharge,anionCharge,ionError,duplicate,sampleType,ionBalance,canonical,pHmetrohm
RG19,2000-05-15,12:40,4.28,NA,22.4,NA,NA,NA,NA,969,NA,RG19_20000515_1240,1999,0.22,0.03,0.12,0.08,NA,NA,NA,0.74,2.7,1.85,0.14,0.013,1.66,NA,0.26,0.05,NA,NA,NA,113.5,89.9,23.2,NA,NA,23.6,NA,NA
RG22,2000-05-15,06:30,5.62,NA,17,NA,NA,NA,NA,970,NA,RG22_20000515_0630,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RG1,2000-05-22,09:25,4.07,NA,32.3,NA,NA,NA,NA,969,NA,RG1_20000522_0925,1999,0.15,0.04,0.21,0.05,NA,NA,NA,0.74,3.86,1.94,0.13,0.028,NA,NA,NA,0.1,NA,NA,NA,148.7,115.2,25.4,NA,NA,33.5,NA,NA
RG11,2000-05-22,08:50,4.11,NA,30.8,NA,NA,NA,NA,969,NA,RG11_20000522_0850,1999,0.14,0.04,0.24,0.05,NA,NA,NA,0.98,3.76,1.86,0.13,0.042,2.22,1.36,0.18,0.1,NA,NA,NA,154.8,111.8,32.3,NA,NA,43,NA,NA
RG19,2000-05-22,09:05,4.02,NA,36.6,NA,NA,NA,NA,969,NA,RG19_20000522_0905,1999,0.16,0.03,0.16,0.05,NA,NA,NA,1.03,4.43,2.18,0.15,0.017,2.22,NA,0.18,0.05,NA,NA,NA,169.3,131.5,25.1,NA,NA,37.8,NA,NA
RG22,2000-05-22,08:20,4.06,NA,33.7,NA,NA,NA,NA,NA,NA,RG22_20000522_0820,1999,0.14,0.03,0.36,0.06,NA,NA,NA,0.89,4.16,2.17,0.17,0.077,NA,NA,NA,0.05,NA,NA,NA,157.7,126.3,22.1,NA,NA,31.4,NA,NA
RG1,2000-05-29,09:45,4.29,NA,17.9,NA,NA,NA,NA,NA,NA,RG1_20000529_0945,1999,0.04,0.01,0.06,0.03,NA,NA,NA,0.19,1.59,1.4,0.1,0.006,NA,NA,NA,0.05,NA,NA,NA,67.9,58.4,15,NA,NA,9.5,NA,NA
RG11,2000-05-29,09:00,4.31,NA,17.4,NA,NA,NA,NA,NA,NA,RG11_20000529_0900,1999,0.04,0.02,0.12,0.03,NA,NA,NA,0.005,1.55,1.32,0.07,0.012,1.11,0.67,0.37,0.05,NA,NA,NA,57.7,55.5,3.9,NA,NA,2.2,NA,NA
RG19,2000-05-29,08:20,4.39,NA,15.7,NA,NA,NA,NA,NA,NA,RG19_20000529_0820,1999,0.04,0.02,0.14,0.02,NA,NA,NA,0.15,1.43,1.23,0.05,0.025,1.11,NA,0.37,0.05,NA,NA,NA,57.1,51,11.3,NA,NA,6.1,NA,NA
RG22,2000-05-29,07:20,4.31,NA,16,NA,NA,NA,NA,NA,NA,RG22_20000529_0720,1999,0.04,0.01,0.07,0.02,NA,NA,NA,0.19,1.41,1.4,0.05,0.008,NA,NA,NA,0.05,NA,NA,NA,65,53.3,19.8,NA,NA,11.7,NA,NA
RG1,2000-06-05,11:05,4.5,NA,17.9,NA,NA,NA,NA,970,NA,RG1_20000605_1105,2000,0.29,0.12,0.83,0.06,NA,NA,NA,1.3,2.8,2.38,0.17,0.179,NA,NA,NA,0.05,NA,NA,NA,155.3,101.4,42,NA,NA,53.9,NA,NA
RG11,2000-06-05,08:50,5.14,NA,15.9,NA,NA,NA,NA,970,NA,RG11_20000605_0850,2000,0.25,0.09,0.96,0.04,NA,NA,NA,2.5,2.63,2.3,0.24,0.334,5.32,2.6443,0.18,0.05,NA,NA,NA,198.8,98.5,67.5,NA,NA,100.3,NA,NA
RG19,2000-06-05,12:25,4.62,NA,21.2,NA,NA,NA,NA,970,NA,RG19_20000605_1225,2000,0.24,0.13,1.43,0.05,NA,NA,NA,2.49,3.78,3.01,0.23,0.632,5.32,NA,0.18,0.05,NA,NA,NA,223.4,133.6,50.3,NA,NA,89.8,NA,NA
RG22,2000-06-05,11:25,5.14,NA,19.5,NA,NA,NA,NA,970,NA,RG22_20000605_1125,2000,0.47,0.19,2.08,0.06,NA,NA,NA,1.89,3.38,2.82,0.33,1.02,NA,NA,NA,0.05,NA,NA,NA,206.9,125,49.4,NA,NA,81.9,NA,NA
RG1,2000-06-12,09:40,4.38,NA,19.8,NA,NA,NA,NA,NA,NA,RG1_20000612_0940,2000,0.12,0.05,0.06,0.22,NA,NA,NA,0.48,2.26,1.61,0.4,0.006,NA,NA,NA,0.2,NA,NA,NA,89.9,84.2,6.5,NA,NA,5.7,NA,NA
RG11,2000-06-12,08:55,4.38,NA,20.9,NA,NA,NA,NA,NA,NA,RG11_20000612_0855,2000,0.16,0.06,0.09,0.25,NA,NA,NA,0.56,2.45,1.71,0.44,0.015,1.1,0.9876,0.17,0.05,NA,NA,NA,100.5,90.9,10,NA,NA,9.6,NA,NA
RG19,2000-06-12,09:40,4.45,NA,18.1,NA,NA,NA,NA,NA,NA,RG19_20000612_0940,2000,0.12,0.06,0.1,0.28,NA,NA,NA,0.45,2.17,1.44,0.47,0.01,1.1,NA,0.17,0.05,NA,NA,NA,86.1,81.6,5.4,NA,NA,4.5,NA,NA
RG22,2000-06-12,10:15,4.4,NA,18.2,NA,NA,NA,NA,NA,NA,RG22_20000612_1015,2000,0.12,0.05,0.09,0.19,NA,NA,NA,0.45,2.12,1.51,0.34,0.007,NA,NA,NA,0.05,NA,NA,NA,85.4,78,9.1,NA,NA,7.4,NA,NA
RG1,2000-06-19,10:45,3.94,NA,36.6,NA,NA,NA,NA,NA,NA,RG1_20000619_1045,2000,0.08,0.03,0.09,0.07,NA,NA,NA,0.29,3.48,2.55,0.15,0.012,NA,NA,NA,0.2,NA,NA,NA,145.2,117.7,20.9,NA,NA,27.5,NA,NA
RG11,2000-06-19,08:00,3.97,NA,34.3,NA,NA,NA,NA,NA,NA,RG11_20000619_0800,2000,0.08,0.02,0.09,0.08,NA,NA,NA,0.35,3.4,2.36,0.16,0.004,2.34,1.0023,0.2,0.05,NA,NA,NA,139.7,113.2,21,NA,NA,26.5,NA,NA
RG19,2000-06-19,13:10,4.07,NA,28.4,NA,NA,NA,NA,NA,NA,RG19_20000619_1310,2000,0.09,0.02,0.1,0.06,NA,NA,NA,0.3,2.83,1.8,0.13,0.007,NA,NA,NA,0.05,NA,NA,NA,113,91.5,21,NA,NA,21.5,NA,NA
RG22,2000-06-19,08:10,4.22,NA,25.9,NA,NA,NA,NA,970,NA,RG22_20000619_0810,2000,0.09,0.01,0.79,0.16,NA,NA,NA,0.68,3.58,1.45,0.16,1.52,NA,NA,NA,0.05,NA,NA,NA,130.4,102.3,24.2,NA,NA,28.1,NA,NA
RG1,2000-06-26,10:30,4.12,NA,29.9,NA,NA,NA,NA,NA,NA,RG1_20000626_1030,2000,0.15,0.03,0.09,0.07,NA,NA,NA,0.33,3.05,1.94,0.15,0.007,NA,NA,NA,0.1,NA,NA,NA,111.1,98.9,11.6,NA,NA,12.2,NA,NA
RG11,2000-06-26,09:30,4.15,NA,28.9,NA,NA,NA,NA,NA,NA,RG11_20000626_0930,2000,0.13,0.03,0.07,0.06,NA,NA,NA,0.36,3.09,1.77,0.13,0.006,2.3,0.9181,0.24,0.05,NA,NA,NA,105.8,96.4,9.3,NA,NA,9.4,NA,NA
RG19,2000-06-26,11:15,4.18,NA,27.3,NA,NA,NA,NA,NA,NA,RG19_20000626_1115,2000,0.13,0.03,0.08,0.06,NA,NA,NA,0.43,2.99,1.68,0.12,0.007,NA,NA,NA,0.05,NA,NA,NA,103.5,92.6,11.1,NA,NA,10.9,NA,NA
RG22,2000-06-26,12:55,4.07,NA,31.1,NA,NA,NA,NA,NA,NA,RG22_20000626_1255,2000,0.16,0.04,0.12,0.07,NA,NA,NA,0.005,3.26,2.08,0.18,0.011,NA,NA,NA,0.05,NA,NA,NA,102.8,106.4,-3.4,NA,NA,-3.6,NA,NA
RG1,2000-07-03,08:55,4.27,NA,20.4,NA,NA,NA,NA,NA,NA,RG1_20000703_0855,2000,0.06,0.01,0.04,0.03,NA,NA,NA,0.27,1.86,1.48,0.07,0.007,NA,NA,NA,0.1,NA,NA,NA,76.5,64.5,17,NA,NA,12,NA,NA
RG11,2000-07-03,08:50,4.33,NA,18,NA,NA,NA,NA,NA,NA,RG11_20000703_0850,2000,0.06,0.01,0.05,0.03,NA,NA,NA,0.27,1.62,1.34,0.07,0.005,2.31,0.6824,0.17,0.05,NA,NA,NA,69.8,57.2,19.8,NA,NA,12.6,NA,NA
RG19,2000-07-03,10:25,4.32,NA,18.3,NA,NA,NA,NA,969,NA,RG19_20000703_1025,2000,0.06,0.02,0.18,0.02,NA,NA,NA,0.27,1.75,1.28,0.08,0.011,NA,NA,NA,0.05,NA,NA,NA,72.9,59.3,20.6,NA,NA,13.6,NA,NA
RG22,2000-07-03,06:25,4.27,NA,19.5,NA,NA,NA,NA,NA,NA,RG22_20000703_0625,2000,0.07,0.02,0.03,0.02,NA,NA,NA,0.27,1.73,1.43,0.07,0.011,NA,NA,NA,0.05,NA,NA,NA,75.4,61,21.1,NA,NA,14.4,NA,NA
RG1,2000-07-11,06:10,4.45,NA,15.6,NA,NA,NA,NA,NA,NA,RG1_20000711_0610,2000,0.03,0.01,0.04,0.01,NA,NA,NA,0.19,1.43,1.04,0.06,0.005,NA,NA,NA,0.05,NA,NA,NA,51.5,48.2,6.6,NA,NA,3.3,NA,NA
RG11,2000-07-11,06:20,4.45,NA,15.5,NA,NA,NA,NA,NA,NA,RG11_20000711_0620,2000,0.03,0.01,0.04,0.02,NA,NA,NA,0.09,1.44,1.04,0.06,0.013,2.07,0.4656,0.16,0.05,NA,NA,NA,47.2,48.4,-2.5,NA,NA,-1.2,NA,NA
RG19,2000-07-11,06:25,4.44,NA,15.7,NA,NA,NA,NA,NA,NA,RG19_20000711_0625,2000,0.07,0.01,0.04,0.01,NA,NA,NA,0.14,1.48,1.07,0.05,0.008,NA,NA,NA,0.05,NA,NA,NA,49.8,49.4,0.8,NA,NA,0.4,NA,NA
RG22,2000-07-11,05:50,4.48,NA,15.9,NA,NA,NA,NA,969,NA,RG22_20000711_0550,2000,0.08,0.03,0.18,0.01,NA,NA,NA,0.35,1.55,1.21,0.09,0.072,NA,NA,NA,0.05,NA,NA,NA,64,54.3,16.4,NA,NA,9.7,NA,NA
RG1,2000-07-17,08:30,4.56,NA,11.6,NA,NA,NA,NA,NA,NA,RG1_20000717_0830,2000,0.05,0.03,0.05,0.2,NA,NA,NA,0.04,0.76,0.75,0.38,0.005,NA,NA,NA,0.1,NA,NA,NA,46.4,38.6,18.4,NA,NA,7.8,NA,NA
RG11,2000-07-17,07:55,4.71,NA,9.8,NA,NA,NA,NA,969,NA,RG11_20000717_0755,2000,0.04,0.03,0.09,0.21,NA,NA,NA,0.06,0.71,0.48,0.38,0.009,1.12,0.1727,0.02,0.05,NA,NA,NA,41.3,33.2,21.7,NA,NA,8.1,NA,NA
RG19,2000-07-17,08:30,4.68,NA,8.9,NA,NA,NA,NA,NA,NA,RG19_20000717_0830,2000,0.02,0.02,0.04,0.16,NA,NA,NA,0.04,0.58,0.51,0.29,0.005,NA,NA,NA,0.05,NA,NA,NA,33.7,28.5,16.7,NA,NA,5.2,NA,NA
RG22,2000-07-17,07:00,4.71,NA,9.3,NA,NA,NA,NA,NA,NA,RG22_20000717_0700,2000,0.07,0.03,0.04,0.19,NA,NA,NA,0.07,0.62,0.71,0.36,0.007,NA,NA,NA,0.05,NA,NA,NA,38.6,34.5,11.2,NA,NA,4.1,NA,NA
RG1,2000-07-24,11:25,4.18,NA,26.6,NA,NA,NA,NA,NA,NA,RG1_20000724_1125,2000,0.23,0.04,0.04,0.04,NA,NA,NA,0.48,3.26,2.32,0.13,0.023,NA,NA,NA,0.3,NA,NA,NA,113.6,108.8,4.3,NA,NA,4.8,NA,NA
RG19,2000-07-24,12:00,3.93,NA,53.3,NA,NA,NA,NA,NA,NA,RG19_20000724_1200,2000,0.44,0.07,0.07,0.05,NA,NA,NA,0.56,5.54,3.97,0.26,0.007,NA,NA,NA,1,NA,NA,NA,180.2,186.5,-3.4,NA,NA,-6.3,NA,NA
RG22,2000-07-24,08:00,4.2,NA,28.5,NA,NA,NA,NA,NA,NA,RG22_20000724_0800,2000,0.17,0.03,0.05,0.02,NA,NA,NA,0.23,2.77,1.78,0.11,0.012,NA,NA,NA,0.02,NA,NA,NA,88.9,89.4,-0.6,NA,NA,-0.5,NA,NA
RG1,2000-08-01,07:10,4.65,NA,8.5,NA,NA,NA,NA,NA,NA,RG1_20000801_0710,2000,0.005,0.005,0.02,0.01,NA,NA,NA,0.03,0.35,0.73,0.03,0.002,NA,NA,NA,0.05,NA,NA,NA,27.4,19.9,31.7,NA,NA,7.5,NA,NA
RG11,2000-08-01,07:00,4.72,NA,7.8,NA,NA,NA,NA,969,NA,RG11_20000801_0700,2000,0.005,0.005,0.03,0.01,NA,NA,NA,0.04,0.38,0.73,0.03,0.004,0.84,0.1719,0.001,0.05,NA,NA,NA,24.8,20.5,19,NA,NA,4.3,NA,NA
RG19,2000-08-01,06:35,4.72,NA,7.7,NA,NA,NA,NA,NA,NA,RG19_20000801_0635,2000,0.005,0.005,0.02,0.01,NA,NA,NA,0.03,0.32,0.73,0.04,5e-4,NA,NA,NA,0.05,NA,NA,NA,22.3,19.5,13.4,NA,NA,2.8,NA,NA
RG22,2000-08-01,06:10,4.75,NA,7.2,NA,NA,NA,NA,NA,NA,RG22_20000801_0610,2000,0.005,0.005,0.02,0.01,NA,NA,NA,0.03,0.24,0.5,0.04,5e-4,NA,NA,NA,0.05,NA,NA,NA,21.1,14.2,39.1,NA,NA,6.9,NA,NA
RG1,2000-08-08,06:55,4.15,NA,31.7,NA,NA,NA,NA,NA,NA,RG1_20000808_0655,2000,0.03,0.01,0.04,0.02,NA,NA,NA,0.57,3.55,1.94,0.08,0.004,NA,NA,NA,0.05,NA,NA,NA,109.1,107.3,1.7,NA,NA,1.8,NA,NA
RG11,2000-08-08,06:40,4.21,NA,29.1,NA,NA,NA,NA,969,NA,RG11_20000808_0640,2000,0.04,0.01,0.07,0.03,NA,NA,NA,0.57,3.4,1.89,0.1,0.01,2.29,1.0822,0.21,0.05,NA,NA,NA,101.7,104,-2.2,NA,NA,-2.3,NA,NA
RG19,2000-08-08,06:20,4.21,NA,27.2,NA,NA,NA,NA,NA,NA,RG19_20000808_0620,2000,0.03,0.005,0.03,0.02,NA,NA,NA,0.47,2.93,1.7,0.06,0.002,NA,NA,NA,0.05,NA,NA,NA,91.2,90,1.3,NA,NA,1.2,NA,NA
RG22,2000-08-08,05:55,4.08,NA,29.4,NA,NA,NA,NA,NA,NA,RG22_20000808_0555,2000,0.05,0.01,0.04,0.02,NA,NA,NA,0.5,3.95,2.36,0.11,5e-4,NA,NA,NA,0.05,NA,NA,NA,116.1,123.3,-6,NA,NA,-7.2,NA,NA
RG1,2000-08-14,14:20,4.49,NA,14.3,NA,NA,NA,NA,NA,NA,RG1_20000814_1420,2000,0.07,0.01,0.03,0.02,NA,NA,NA,0.15,1.21,1.16,0.06,0.003,NA,NA,NA,0.05,NA,NA,NA,48.3,45.5,6,NA,NA,2.8,NA,NA
RG11,2000-08-14,14:10,4.51,NA,13.4,NA,NA,NA,NA,NA,NA,RG11_20000814_1410,2000,0.06,0.01,0.03,0.02,NA,NA,NA,0.15,1.14,1.13,0.04,0.003,2.1,0.4719,0.1,0.05,NA,NA,NA,46.4,43,7.6,NA,NA,3.4,NA,NA
RG19,2000-08-14,14:40,4.54,NA,13.1,NA,NA,NA,NA,969,NA,RG19_20000814_1440,2000,0.05,0.01,0.03,0.02,NA,NA,NA,0.15,1.14,1.03,0.04,0.002,NA,NA,NA,0.05,NA,NA,NA,42.1,41.4,1.7,NA,NA,0.7,NA,NA
RG22,2000-08-14,13:50,4.49,NA,13.6,NA,NA,NA,NA,NA,NA,RG22_20000814_1350,2000,0.08,0.01,0.03,0.02,NA,NA,NA,0.14,1.17,1.2,0.07,0.004,NA,NA,NA,0.05,NA,NA,NA,46.6,45.6,2.2,NA,NA,1,NA,NA
RG1,2000-08-21,10:45,4.6,NA,11.3,NA,NA,NA,NA,NA,NA,RG1_20000821_1045,2000,0.03,0.01,0.03,0.03,NA,NA,NA,0.14,1.11,0.73,0.06,0.002,NA,NA,NA,0.05,NA,NA,NA,39,36.5,6.6,NA,NA,2.5,NA,NA
RG11,2000-08-21,12:10,4.66,NA,10,NA,NA,NA,NA,NA,NA,RG11_20000821_1210,2000,0.02,0.01,0.04,0.03,NA,NA,NA,0.11,0.99,0.65,0.06,5e-4,2.07,0.3474,0.12,0.05,NA,NA,NA,33.8,32.7,3.3,NA,NA,1.1,NA,NA
RG19,2000-08-21,10:35,4.82,NA,7.4,NA,NA,NA,NA,969,NA,RG19_20000821_1035,2000,0.02,0.01,0.02,0.02,NA,NA,NA,0.09,0.63,0.56,0.03,0.002,NA,NA,NA,0.05,NA,NA,NA,23.3,23,1.3,NA,NA,0.3,NA,NA
RG22,2000-08-21,07:25,4.6,NA,11.1,NA,NA,NA,NA,NA,NA,RG22_20000821_0725,2000,0.03,0.01,0.03,0.03,NA,NA,NA,0.09,1.09,0.83,0.08,0.002,NA,NA,NA,0.05,NA,NA,NA,34.5,38.3,-10.4,NA,NA,-3.8,NA,NA
RG1,2000-08-28,12:05,4.15,NA,32.1,NA,NA,NA,NA,NA,NA,RG1_20000828_1205,2000,0.05,0.02,0.2,0.07,NA,NA,NA,0.57,3.61,2.26,0.15,0.007,NA,NA,NA,0.05,NA,NA,NA,117.2,115.7,1.3,NA,NA,1.5,NA,NA
RG19,2000-08-28,12:45,4.18,NA,28.6,NA,NA,NA,NA,NA,NA,RG19_20000828_1245,2000,0.04,0.01,0.03,0.02,NA,NA,NA,0.45,3.14,1.88,0.08,0.004,NA,NA,NA,0.05,NA,NA,NA,95.5,97.8,-2.4,NA,NA,-2.3,NA,NA
RG22,2000-08-28,06:25,4.17,NA,29.4,NA,NA,NA,NA,NA,NA,RG22_20000828_0625,2000,0.06,0.01,0.03,0.04,NA,NA,NA,0.42,3.09,2.17,0.11,0.005,NA,NA,NA,0.05,NA,NA,NA,97.2,102.3,-5.1,NA,NA,-5.1,NA,NA
RG1,2000-09-04,12:20,3.84,NA,65.2,NA,NA,NA,NA,NA,NA,RG1_20000904_1220,2000,0.16,0.03,0.2,0.27,NA,NA,NA,1.06,7.91,3.57,0.39,0.046,NA,NA,NA,0.05,NA,NA,NA,235.7,233,1.2,NA,NA,2.7,NA,NA
RG11,2000-09-04,13:15,3.86,NA,63.6,NA,NA,NA,NA,NA,NA,RG11_20000904_1315,2000,0.17,0.04,0.23,0.18,NA,NA,NA,1.07,8.11,3.5,0.35,0.075,6.12,2.026,0.4,0.1,NA,NA,NA,227.1,234.9,-3.4,NA,NA,-7.8,NA,NA
RG19,2000-09-04,09:30,3.84,NA,64.4,NA,NA,NA,NA,969,NA,RG19_20000904_0930,2000,0.19,0.04,0.23,0.13,NA,NA,NA,1.03,7.77,3.5,0.26,0.089,NA,NA,NA,0.1,NA,NA,NA,225.9,225.3,0.3,NA,NA,0.6,NA,NA
RG22,2000-09-04,08:10,3.72,NA,78.5,NA,NA,NA,NA,955,NA,RG22_20000904_0810,2000,0.15,0.04,0.12,0.12,NA,NA,NA,0.94,8.23,2.91,0.21,0.033,NA,NA,NA,0.05,NA,NA,NA,261.7,224,15.5,NA,NA,37.7,NA,NA
RG1,2000-09-18,11:45,4.47,NA,14.5,NA,NA,NA,NA,NA,NA,RG1_20000918_1145,2000,0.02,0.005,0.005,0.03,NA,NA,NA,0.13,1.43,0.9,0.05,0.002,NA,NA,NA,0.05,NA,NA,NA,45.6,45.6,NA,NA,NA,NA,NA,NA
RG11,2000-09-18,12:55,4.54,NA,11.8,NA,NA,NA,NA,NA,NA,RG11_20000918_1255,2000,0.02,0.005,0.005,0.02,NA,NA,NA,0.09,1.21,0.73,0.04,0.002,0.77,0.2658,0.03,0.05,NA,NA,NA,37.9,38,-0.3,NA,NA,-0.1,NA,NA
RG19,2000-09-18,13:35,4.53,NA,12.5,NA,NA,NA,NA,NA,NA,RG19_20000918_1335,2000,0.02,0.005,0.005,0.02,NA,NA,NA,0.1,1.17,0.73,0.04,5e-4,NA,NA,NA,0.05,NA,NA,NA,37.5,37.2,0.8,NA,NA,0.3,NA,NA
RG22,2000-09-18,07:35,4.62,NA,11.4,NA,NA,NA,NA,NA,NA,RG22_20000918_0735,2000,0.03,0.04,0.07,0.02,NA,NA,NA,0.33,1.52,0.088,0.05,0.016,NA,NA,NA,0.05,NA,NA,NA,49.7,34.4,36.4,NA,NA,15.3,NA,NA
RG1,2000-09-25,10:35,4.09,NA,37.1,NA,NA,NA,NA,NA,NA,RG1_20000925_1035,2000,0.08,0.02,0.09,0.06,NA,NA,NA,0.53,3.19,3.39,0.16,0.01,NA,NA,NA,0.05,NA,NA,NA,122.9,125.4,-2,NA,NA,-2.5,NA,NA
RG11,2000-09-25,09:45,4.09,NA,36.4,NA,NA,NA,NA,NA,NA,RG11_20000925_0945,2000,0.08,0.04,0.07,0.05,NA,NA,NA,0.33,3.13,3.3,0.12,0.005,2.3,1.2133,0.21,0.05,NA,NA,NA,112.5,121.6,-7.8,NA,NA,-9.1,NA,NA
RG19,2000-09-25,13:00,4.09,NA,36.1,NA,NA,NA,NA,NA,NA,RG19_20000925_1300,2000,0.06,0.02,0.04,0.06,NA,NA,NA,0.36,3.17,3.12,0.15,0.003,NA,NA,NA,0.05,NA,NA,NA,109.5,120.4,-9.5,NA,NA,-10.9,NA,NA
RG22,2000-09-25,06:20,3.98,NA,44.7,NA,NA,NA,NA,NA,NA,RG22_20000925_0620,2000,0.04,0.02,0.06,0.07,NA,NA,NA,0.41,3.61,4.31,0.018,0.003,NA,NA,NA,0.05,NA,NA,NA,135.6,145,-6.7,NA,NA,-9.4,NA,NA
RG1,2000-10-09,11:35,4.5,NA,13.2,NA,NA,NA,NA,NA,NA,RG1_20001009_1135,2000,0.03,0.01,0.02,0.01,NA,NA,NA,0.1,1.18,0.88,0.03,0.003,NA,NA,NA,0.1,NA,NA,NA,40.9,39.6,3.2,NA,NA,1.3,NA,NA
RG11,2000-10-09,11:25,4.55,NA,11,NA,NA,NA,NA,NA,NA,RG11_20001009_1125,2000,0.03,0.01,0.09,0.01,NA,NA,NA,0.005,1.16,0.64,0.03,0.002,0.7,0.4188,0.27,0.05,NA,NA,NA,33.9,35.3,-4,NA,NA,-1.4,NA,NA
RG19,2000-10-09,08:55,4.48,NA,13.7,NA,NA,NA,NA,NA,NA,RG19_20001009_0855,2000,0.03,0.01,0.02,0.005,NA,NA,NA,0.08,1.14,0.89,0.03,0.003,NA,NA,NA,0.05,NA,NA,NA,40.6,38.9,4.3,NA,NA,1.7,NA,NA
RG22,2000-10-09,11:00,4.5,NA,8.6,NA,NA,NA,NA,NA,NA,RG22_20001009_1100,2000,0.02,0.01,0.02,0.02,NA,NA,NA,0.07,1.1,0.85,0.04,0.002,NA,NA,NA,0.05,NA,NA,NA,38.7,37.7,2.6,NA,NA,1,NA,NA
RG1,2000-10-17,12:50,4.76,NA,8.2,NA,NA,NA,NA,969,NA,RG1_20001017_1250,2000,0.05,0.02,0.39,0.02,NA,NA,NA,0.005,0.72,0.49,0.09,0.016,NA,NA,NA,0.05,NA,NA,NA,34.4,25.4,30.1,NA,NA,9,NA,NA
RG11,2000-10-17,12:35,4.84,NA,9.8,NA,NA,NA,NA,969,NA,RG11_20001017_1235,2000,0.14,0.13,NA,0.02,NA,NA,NA,0.04,0.62,0.12,0.09,0.015,3.49,0.332,0.27,0.05,NA,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA
RG19,2000-10-17,08:30,4.79,NA,7.8,NA,NA,NA,NA,NA,NA,RG19_20001017_0830,2000,0.05,0.02,0.17,0.02,NA,NA,NA,0.09,0.74,0.56,0.06,0.009,NA,NA,NA,0.05,NA,NA,NA,30.6,26.1,15.9,NA,NA,4.5,NA,NA
RG22,2000-10-17,12:10,4.59,NA,8.7,NA,NA,NA,NA,NA,NA,RG22_20001017_1210,2000,0.03,0.01,0.04,0.03,NA,NA,NA,0.08,0.7,0.44,0.06,0.005,NA,NA,NA,0.05,NA,NA,NA,34.8,23.3,39.6,NA,NA,11.5,NA,NA
RG1,2000-10-23,08:35,4.41,NA,18.1,NA,NA,NA,NA,NA,NA,RG1_20001023_0835,2000,0.005,0.005,0.005,0.01,NA,NA,NA,0.25,1.8,0.83,0.05,0.002,NA,NA,NA,0.05,NA,NA,NA,54.4,52.2,4.1,NA,NA,2.2,NA,NA
RG11,2000-10-23,07:55,4.42,NA,17.5,NA,NA,NA,NA,NA,NA,RG11_20001023_0755,2000,0.005,0.005,0.02,0.02,NA,NA,NA,0.24,1.76,0.85,0.07,0.003,0.53,0.6208,0.24,0.05,NA,NA,NA,55.9,52.3,6.7,NA,NA,3.6,NA,NA
RG19,2000-10-23,10:30,4.4,NA,18.2,NA,NA,NA,NA,NA,NA,RG19_20001023_1030,2000,0.005,0.005,0.005,0.01,NA,NA,NA,0.27,1.84,0.82,0.05,0.002,NA,NA,NA,0.05,NA,NA,NA,56,52.9,5.7,NA,NA,3.1,NA,NA
RG22,2000-10-23,06:30,4.39,NA,18.4,NA,NA,NA,NA,NA,NA,RG22_20001023_0630,2000,0.005,0.005,0.01,0.02,NA,NA,NA,0.27,1.88,0.87,0.06,5e-4,NA,NA,NA,0.05,NA,NA,NA,57.5,54.8,4.8,NA,NA,2.7,NA,NA
RG1,2000-11-07,10:45,4.22,NA,31,NA,NA,NA,NA,NA,NA,RG1_20001107_1045,2000,0.3,0.03,0.05,0.03,NA,NA,NA,0.37,1.28,3.85,0.84,0.007,NA,NA,NA,0.1,NA,NA,NA,103.3,112.3,-8.3,NA,NA,-9,NA,NA
RG11,2000-11-07,11:00,4.22,NA,27.9,NA,NA,NA,NA,NA,NA,RG11_20001107_1100,2000,0.09,0.02,0.04,0.02,NA,NA,NA,0.35,1.28,4,0.14,0.006,0.97,1.7297,0.55,0.05,NA,NA,NA,89.4,95,-6.1,NA,NA,-5.6,NA,NA
RG19,2000-11-07,11:20,4.18,NA,31.1,NA,NA,NA,NA,NA,NA,RG19_20001107_1120,2000,0.08,0.02,0.03,0.03,NA,NA,NA,0.48,1.43,4.69,0.11,0.008,NA,NA,NA,0.05,NA,NA,NA,100.4,108.4,-7.7,NA,NA,-8,NA,NA
RG22,2000-11-07,07:10,4.13,NA,33.2,NA,NA,NA,NA,NA,NA,RG22_20001107_0710,2000,0.07,0.01,0.02,0.03,NA,NA,NA,0.44,1.52,4.75,0.09,0.002,NA,NA,NA,0.05,NA,NA,NA,104.6,110.6,-5.6,NA,NA,-6,NA,NA
RG1,2000-11-13,13:35,4.79,NA,7.6,NA,NA,NA,NA,NA,NA,RG1_20001113_1335,2000,0.02,0.005,0.01,0.01,NA,NA,NA,0.03,0.47,0.55,0.06,5e-4,NA,NA,NA,0.05,NA,NA,NA,20.4,20.3,0.5,NA,NA,0.1,NA,NA
RG11,2000-11-13,14:15,4.75,NA,7.9,NA,NA,NA,NA,NA,NA,RG11_20001113_1415,2000,0.01,0.005,0.01,0.005,NA,NA,NA,0.04,0.5,0.56,0.04,5e-4,0.28,0.2746,0.12,0.05,NA,NA,NA,21.8,20.5,6.1,NA,NA,1.3,NA,NA
